Nome: CHAPECO
Codigo Estacao: A895
Latitude: -27.0853111
Longitude: -52.6357111
Altitude: 679
Situacao: Operante
Data Inicial: 2019-02-18
Data Final: 2024-11-30
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2021-05-23;2.2;15.7;11.4;7.3;75.1;13;4.7;
2021-05-24;0;13.9;9.2;6.5;76.5;8.4;2.8;
2021-05-25;0;18.5;11.5;5.7;61.5;5;2.1;
2021-05-26;0;22.1;13.6;5.3;59.3;6.3;2.2;
2021-05-27;0;23.6;17.3;10;52.4;6.5;2.4;
2021-05-28;0;25.7;21.3;15.1;65.5;18;5.3;
2021-05-29;14.4;23.4;19.2;18.4;86.2;16;4.6;
2021-05-30;0;17.5;13.5;9.7;71.5;7.6;2.9;
2021-05-31;0;20.6;12.7;6.7;63;6.5;2.5;
2021-06-01;0;22.4;14.6;6.4;68.1;6.9;2.9;
2021-06-02;0;20.9;16.5;10.9;86.5;11.8;2.8;
2021-06-03;8.4;21.3;17.2;14.2;93.9;6.8;2.3;
2021-06-04;0;27.4;20.5;14.8;72.9;11.2;3.8;
2021-06-05;0;27.8;22.4;18.8;59.5;13.7;5;
2021-06-06;5.6;23.4;14.9;13.9;88.4;19.7;3.9;
2021-06-07;6.2;20.7;15.9;13.7;89.7;8.7;3.4;
2021-06-08;15;17.4;14.9;14.1;90.4;16.1;3.5;
2021-06-09;31.6;23.1;17.2;13.1;84.9;16.1;3.3;
2021-06-10;.4;18.3;16.3;14.9;87.1;7.6;2.3;
2021-06-11;5.2;17.8;14.1;11.6;85.2;7.8;2.2;
2021-06-12;0;17.2;11.7;7.3;69.3;5.6;1.2;
2021-06-13;0;22.9;12.8;6.7;67.3;8.4;3.1;
2021-06-14;0;21.1;14.7;9.3;69.3;6.5;2.6;
2021-06-15;0;19;13.6;7.6;80;6.1;2;
2021-06-16;0;13.8;11.2;9.7;84.9;8.3;3.4;
2021-06-17;0;13.4;9.2;5.4;80.4;9.4;2.8;
2021-06-18;0;17.6;11.7;7.1;81.9;7.2;2.7;
2021-06-19;14.2;14.8;12.7;8.1;95.5;8.8;3;
2021-06-20;20.6;14.1;12.1;11;89;7.3;2.6;
2021-06-21;.4;14;10.9;7.8;92.7;6.6;2.9;
2021-06-22;7;18.4;14;8.8;90;5.7;3;
2021-06-23;0;19.2;15.1;12.4;80;10.4;4.1;
2021-06-24;.2;19.2;16.2;13.9;78;17.6;6;
2021-06-25;11.6;22;14.9;10.4;87.1;8.4;2.7;
2021-06-26;0;25.8;21.2;10.9;69.3;15.4;6.1;
2021-06-27;36.6;23.3;11.8;10.1;93.3;17.3;4.3;
2021-06-28;22.6;7.9;5.1;3.7;85;8;3.5;
2021-06-29;0;7.5;3.3;.2;79;11.9;3.8;
2021-06-30;0;9.2;4.6;1.2;81.6;8.6;3.5;
2021-07-01;0;17.1;8.8;1.4;78.3;8.9;3.3;
2021-07-02;0;19.7;12.8;5.3;63.2;9;3.4;
2021-07-03;0;16.5;11.3;5.9;74.1;5.9;2.4;
2021-07-04;0;18;11.2;6.1;83.1;7.9;3.8;
2021-07-05;0;21.8;15.4;7.5;69.6;5.8;2.9;
2021-07-06;0;18.8;14.4;11.1;77.5;9.1;3.4;
2021-07-07;0;20.8;14.8;10.6;67.3;8.4;3;
2021-07-08;0;20.9;15.4;11;69.3;6.5;3;
2021-07-09;0;20.8;13.9;9.2;72.4;8;3.3;
2021-07-10;0;22.9;16;10.9;64.6;7.8;3;
2021-07-11;0;24.5;17.2;11.7;61.7;6.2;2.9;
2021-07-12;0;24;17.2;11.6;58.7;10.5;3.8;
2021-07-13;0;24.6;20;13.7;48.3;11;4.3;
2021-07-14;0;24.5;19.5;15.8;53;11.4;3.7;
2021-07-15;5.4;20.9;16.3;14.2;80.9;9.9;3.9;
2021-07-16;27.2;17.6;12.5;9.1;86.9;9.2;2.7;
2021-07-17;0;15.9;12.9;10.1;84.1;9;2.9;
2021-07-18;0;10.5;6.8;3.2;66.6;12.6;4.1;
2021-07-19;0;11.5;5.6;.1;67.9;8.7;2.6;
2021-07-20;0;15.8;7.1;.5;73.5;6.5;2;
2021-07-21;0;21.3;12.7;3.5;51.8;9.9;2.8;
2021-07-22;0;25.1;16.5;9;45.7;6.8;3.4;
2021-07-23;0;27.5;18.4;11.1;45.8;9.9;3.8;
2021-07-24;0;27;20.1;14.9;45.1;9;3.6;
2021-07-25;0;26.7;20.8;16.2;48.9;15.4;5.2;
2021-07-26;0;27.6;22.6;19;46.7;16.5;6;
2021-07-27;23.2;23.6;12.5;10.6;78.1;16.8;4.7;
2021-07-28;.2;8.9;3.9;.2;63;14.4;3.9;
2021-07-29;0;8.8;3.4;-1.5;68.2;9.2;2.6;
2021-07-30;0;13.8;6.4;.3;61.4;7.8;2.9;
2021-07-31;0;18;10.6;3.6;55.4;8.8;2.9;
2021-08-01;0;19.7;13.5;6.1;61.4;7.2;2.4;
2021-08-02;0;17.9;13.5;7.5;56;6.9;1.6;
2021-08-03;0;18.7;12.1;6.5;63.6;7.1;3.2;
2021-08-04;0;18.7;13.1;7.4;69.5;6.6;2.8;
2021-08-05;0;22.2;15.5;9.9;64.8;8.8;3;
2021-08-06;0;23.7;17.2;12.3;63.4;7.5;3.1;
2021-08-07;0;26.1;19.5;13.8;60.9;10.8;3.5;
2021-08-08;0;26.9;20.4;14.6;59.7;9.4;3.2;
2021-08-09;0;27.7;21.3;15.8;52;14.4;4.4;
2021-08-10;0;22.1;15.8;14.4;86.4;11;2.5;
2021-08-11;11.2;16.9;13;10.9;81.4;7.5;2.8;
2021-08-12;0;16.1;11.1;6.1;76.4;11.1;4.4;
2021-08-13;2.4;17.8;13.4;8.9;83.6;7.8;3.3;
2021-08-14;0;19.1;15.1;11.1;81;6;2.5;
2021-08-15;.2;21.8;17.2;13.1;79.6;7.6;2.2;
2021-08-16;0;26.3;19.8;14.1;71.2;9.1;2.7;
2021-08-17;0;30.1;22.5;15.9;58.2;10.3;3.6;
2021-08-18;0;31.6;25.5;20.8;43.7;13.8;4.9;
2021-08-19;0;31.2;25.6;22;40.8;15.1;5.2;
2021-08-20;0;29.8;24.8;19.9;41;15;5;
2021-08-21;null;null;null;null;46.3;12.8;null;
2021-08-22;null;30.1;null;19;34.6;13.4;null;
2021-08-23;0;30.1;null;21.1;35.6;13.9;5.6;
2021-08-24;null;null;null;null;null;null;null;
2021-08-25;null;null;null;null;null;null;null;
2021-08-26;null;null;null;null;null;null;null;
2021-08-27;null;null;null;null;74.1;8.8;null;
2021-08-28;0;22;15.6;10.7;75;11.3;3.8;
2021-08-29;0;23.1;18;12.9;70.2;7.2;3;
2021-08-30;0;25.7;18.4;12.4;62;10;3.8;
2021-08-31;0;26.5;19.8;14.1;57.1;10.7;4.1;
2021-09-01;0;27.2;20.1;13.3;53.4;10.1;3.7;
2021-09-02;0;29;null;16.7;48.7;13.7;4.2;
2021-09-03;null;null;null;null;50.5;10.8;null;
2021-09-04;null;null;null;null;null;null;null;
2021-09-05;null;null;null;null;74.1;10.2;null;
2021-09-06;null;null;null;null;83.7;7.6;null;
2021-09-07;null;null;null;null;63.6;13.6;null;
2021-09-08;null;null;null;null;null;null;null;
2021-09-09;null;null;null;null;58.1;10.9;null;
2021-09-10;null;null;null;null;58.8;8.1;null;
2021-09-11;null;null;null;null;null;null;null;
2021-09-12;null;null;null;null;null;null;null;
2021-09-13;null;null;null;null;null;null;null;
2021-09-14;null;null;null;null;null;null;null;
2021-09-15;null;null;null;null;null;null;null;
2021-09-16;null;null;null;null;null;null;null;
2021-09-17;null;null;null;null;null;null;null;
2021-09-18;null;null;null;null;null;null;null;
2021-09-19;null;null;null;null;null;null;null;
2021-09-20;null;null;null;null;44.5;null;null;
2021-09-21;null;null;null;null;null;null;null;
2021-09-22;null;null;null;null;59.3;11.1;null;
2021-09-23;null;null;null;null;null;null;null;
2021-09-24;null;null;null;null;68.6;null;null;
2021-09-25;null;null;null;null;63.7;null;null;
2021-09-26;null;null;null;null;null;null;null;
2021-09-27;null;null;null;null;null;null;null;
2021-09-28;null;null;null;null;57.9;8.4;null;
2021-09-29;4.4;26.9;20.8;16.2;75.6;12.2;3.9;
2021-09-30;.2;25.8;20.3;16.7;75.8;11.4;4.8;
2021-10-01;28;22.9;19.9;17.5;81.9;20.8;3.7;
2021-10-02;0;23.6;19.1;16;81.7;11.5;2.8;
2021-10-03;22.4;19.6;17.5;16.3;91.2;13.7;3.3;
2021-10-04;9;22.4;17.4;15.7;85.3;8.6;2.8;
2021-10-05;0;25;17.1;10.9;73.4;8.6;3.4;
2021-10-06;0;22;19.3;13.2;82;9.1;2.8;
2021-10-07;30.4;23.4;18.3;12.8;71.8;12.5;4.3;
2021-10-08;0;23.2;18.1;15.2;78.6;10.8;3.9;
2021-10-09;49.6;17.9;16.9;15.1;94.1;14.1;3.3;
2021-10-10;4.4;25.6;19.1;14.8;78.1;9.6;4;
2021-10-11;0;25.3;19.4;16.1;72.8;16.5;3.7;
2021-10-12;5;26.9;20.4;15.5;72.6;8;2.8;
2021-10-13;0;29.2;22.6;16.3;60.8;11.7;4;
2021-10-14;18.4;28.3;22.3;17.7;69.7;23;5.4;
2021-10-15;46.6;23.1;18.5;17.3;90.6;15.7;4.5;
2021-10-16;22.6;20.2;16.6;14.3;84.9;10.7;3.9;
2021-10-17;0;20.8;17.1;14.6;84.2;10.3;4;
2021-10-18;0;23.5;17.8;14;77;10.4;3.6;
2021-10-19;0;23.3;17.9;13.3;69.5;10.5;3.9;
2021-10-20;0;24;17.9;11.6;56.7;10.6;3;
2021-10-21;0;25.3;18.7;13;56.8;7.8;2.9;
2021-10-22;0;28.1;21.1;11.7;50.3;7.5;2.5;
2021-10-23;3.6;22.6;16.9;15.4;76.9;16.4;3.9;
2021-10-24;50.8;21.4;16.2;13.1;74.1;10.1;3.8;
2021-10-25;0;26.5;18;10.5;65;10.7;3;
2021-10-26;0;28.1;22.1;15.5;51.8;9.2;3.1;
2021-10-27;0;28.9;23.3;17.5;42.8;11.8;3.9;
2021-10-28;0;29.5;22.4;16.6;57.7;14.5;3.6;
2021-10-29;0;28.2;21.9;17.6;71.1;8.7;3.1;
2021-10-30;1.2;28.6;21.8;16.2;72.1;12.9;3.7;
2021-10-31;31.6;27.4;21.4;17.2;72;12;3;
2021-11-01;0;28.6;22.1;15.6;65.8;8.8;3.1;
2021-11-02;0;30;23.6;17.7;60.8;6.7;2.3;
2021-11-03;0;28.9;22.3;19.6;71.2;14.6;3.3;
2021-11-04;10.8;30.3;23.7;18.2;69.4;9.1;2.7;
2021-11-05;0;30.7;24.3;19.9;69.2;24.6;2.8;
2021-11-06;8.8;27;21.4;17.2;79.3;6.8;2.4;
2021-11-07;0;28.2;22.7;18;69.6;9.1;3.2;
2021-11-08;0;29.7;23.9;18.1;59.2;10;3.2;
2021-11-09;0;29.3;22.8;16;50.2;10;3.6;
2021-11-10;0;28.8;22;15.5;55;13.3;4.4;
2021-11-11;0;27.8;21.9;17.1;65.5;9.6;3.4;
2021-11-12;0;28;21.2;15.6;63.3;8.5;3.9;
2021-11-13;0;28.4;21.4;14.6;57.4;8.4;3.3;
2021-11-14;0;27.1;20.6;14.3;51.7;10.4;3.6;
2021-11-15;0;31.6;23.7;17;52.1;8.9;3.2;
2021-11-16;0;31.1;25.8;20.4;53;10.2;3.2;
2021-11-17;0;26.2;21.6;19.9;79.8;9.5;2.6;
2021-11-18;40.2;22.4;19.2;17.3;91.5;8.5;2.8;
2021-11-19;1.4;25.5;19.6;15.5;78.2;8.5;3;
2021-11-20;0;28.7;21.3;14.8;66.8;10.7;3.3;
2021-11-21;0;30.5;23.7;16.8;57.8;8;2.7;
2021-11-22;0;32.5;25.9;18.8;48.7;8.8;3.3;
2021-11-23;0;32.5;25.8;22.4;53.6;15.5;2.9;
2021-11-24;8.2;32.9;25.2;18.4;61.3;8.7;3.1;
2021-11-25;0;32.5;26.1;21.7;59.9;23.5;4.1;
2021-11-26;36.6;23.7;20.3;18.9;81.2;14.3;5.6;
2021-11-27;0;27.4;20.9;16.5;76.5;8.2;2.4;
2021-11-28;0;26.9;21.9;17.9;76;13.9;3.7;
2021-11-29;2;25.7;20.3;16.9;67.7;10.9;4.4;
2021-11-30;0;26.9;20.6;15.3;61.3;9.3;2.9;
2021-12-01;0;28.7;22.3;16.9;53.2;9.6;3;
2021-12-02;0;30.2;23.8;17.6;53.1;7.9;3;
2021-12-03;0;30.6;23.6;17.1;58.5;12.5;3.8;
2021-12-04;0;30.8;24.1;17.8;58.1;8.1;3.1;
2021-12-05;0;32;25.6;20.1;55.6;9.8;3.5;
2021-12-06;0;29.7;22.7;18.2;66.7;13.1;3.9;
2021-12-07;0;25.7;20.9;16.3;63.9;12.1;5.3;
2021-12-08;0;27.2;20.6;14.1;51.4;9.8;3.5;
2021-12-09;0;29.3;22;14.4;48.9;8.8;2.6;
2021-12-10;0;31.3;24.1;16.8;45.7;10.5;3.4;
2021-12-11;0;31.3;24.8;21;52.5;10.4;3.3;
2021-12-12;1;32.1;23.7;19.4;64.6;11.5;2.8;
2021-12-13;0;31.7;25.8;19.7;54.8;11.2;2.8;
2021-12-14;0;30;25;22.2;70.8;9.7;3.1;
2021-12-15;0;33.5;26.2;21.3;71.8;9.3;3;
2021-12-16;0;33.2;27.2;21.5;65.8;9.2;3.3;
2021-12-17;0;34.9;26.5;19.5;60.3;11.4;4;
2021-12-18;0;33.2;26.5;21.4;58.5;11.6;4.2;
2021-12-19;0;31.7;25.3;19.8;61.7;8;3;
2021-12-20;0;33.4;25.5;19.6;57.5;9.7;3;
2021-12-21;0;34.4;26.6;18.2;52.6;10.8;2.8;
2021-12-22;0;32.9;26.5;21.3;55.2;15;4.5;
2021-12-23;.6;29.1;22.8;16.4;50.6;11.4;5.2;
2021-12-24;0;30.6;23.8;17;45.2;11.9;3.7;
2021-12-25;0;33;25.4;18.1;43.9;10.1;3.3;
2021-12-26;0;33.3;27.1;19.8;38.2;8.8;2.7;
2021-12-27;0;34.2;26.7;19.5;43.7;9.4;3.5;
2021-12-28;0;33.7;26.9;19;35.8;9.4;3.1;
2021-12-29;0;34.2;25.4;19.8;53;20;4.3;
2021-12-30;.2;30.2;22.3;19.1;69.1;19.6;3.8;
2021-12-31;5.6;30.5;23.5;17.8;64;7.8;2.4;
2022-01-01;0;34.3;26.8;19.9;50.6;12.9;3;
2022-01-02;0;35;28.8;23.2;46.3;12.8;3.5;
2022-01-03;15.2;30.7;22.4;18.6;78.7;15.4;4.1;
2022-01-04;3;24.8;22.5;19;83.6;7.3;2;
2022-01-05;3.6;27.8;22.1;18.9;86.1;18;3.1;
2022-01-06;24.4;26.7;21.7;18.6;77.8;12.1;5.1;
2022-01-07;0;29.3;23.1;16.8;63.8;10.7;3.7;
2022-01-08;0;28;22.5;16.3;58;10.6;3.6;
2022-01-09;0;26.3;21.4;17.4;58.9;9;3.4;
2022-01-10;0;29.2;22.5;17.6;61.4;8.2;3.1;
2022-01-11;0;32.1;25.1;18.5;56.1;8;2.7;
2022-01-12;0;33.2;26.8;18.4;42.4;8.6;2.5;
2022-01-13;0;31.6;25.1;21.1;55.1;20.5;3.7;
2022-01-14;3.4;32.7;24.9;20.9;70.3;13.5;3.9;
2022-01-15;.2;33;25.2;21.3;70.8;17.3;3.9;
2022-01-16;11;34.5;26.7;21.3;64.9;12.3;4.5;
2022-01-17;0;35.2;28.1;22.6;55.8;12.5;4.9;
2022-01-18;0;36.2;28;22.6;54.7;15.1;4.1;
2022-01-19;0;34.4;27.1;20.3;59;11.9;3.3;
2022-01-20;0;34.8;28.5;22.8;55.3;9.9;2.8;
2022-01-21;0;35.9;28.6;22.1;54.7;10.6;3.1;
2022-01-22;1.4;36;28.8;23.2;56;10.7;3.5;
2022-01-23;0;36.2;29.2;25;54.5;10;2.8;
2022-01-24;4.4;35.5;26.6;21.2;71.3;13.1;3.5;
2022-01-25;.2;33.1;26.7;23.1;67;11.2;3.3;
2022-01-26;0;33.6;26;22.6;70;15.2;3.7;
2022-01-27;9;26.7;22.2;20.5;89.5;14.9;3.4;
2022-01-28;3;21.2;19.2;18.1;83.9;11.6;5.4;
2022-01-29;.2;20.5;18.1;16.7;86.4;10.3;4.8;
2022-01-30;.2;28.4;21.1;16.8;79;9.9;2.9;
2022-01-31;10.4;29.2;22.4;17.8;75;9;2.7;
2022-02-01;.2;31.7;24.9;18.4;61.7;6.9;2.3;
2022-02-02;0;33.1;26.1;20.1;54.9;11;3.3;
2022-02-03;0;33;27.2;22.2;56.1;11.4;3.9;
2022-02-04;14.8;28.3;22.6;20.7;88.2;12.5;3.4;
2022-02-05;14.8;23.7;22.2;21;89.8;11.1;3.3;
2022-02-06;5.8;26.6;21.6;18.8;77.6;11.3;2.7;
2022-02-07;0;25.2;19.7;13.1;58.2;9.4;2.5;
2022-02-08;0;27.1;20.5;14.1;53.2;8;2.9;
2022-02-09;0;30;22.8;16.2;57.8;8.5;2.6;
2022-02-10;0;31.1;23.8;18.9;61.3;8.9;3.6;
2022-02-11;.4;31.3;24.1;19.5;63.1;10.3;3.3;
2022-02-12;0;32.3;24.7;19.6;62.8;8.6;3;
2022-02-13;0;30.4;24.2;19.2;69.3;10.1;3.3;
2022-02-14;0;30.3;23.7;18.6;61.4;8.3;2.5;
2022-02-15;0;32.5;24.9;16.9;37;10;3;
2022-02-16;0;33.5;26.1;19.1;46.5;9.6;3.4;
2022-02-17;0;32.4;25.4;18.8;47.4;11;3.3;
2022-02-18;2;31.6;23.6;15.7;50.5;10.7;2.9;
2022-02-19;0;31.8;24.3;17.4;47.5;11.6;3.7;
2022-02-20;0;34.2;25.9;20.9;50.1;12.5;3.9;
2022-02-21;4;28.9;22.5;18.2;77;12.5;3;
2022-02-22;.2;32.1;24.5;19;73.4;10.7;2.6;
2022-02-23;0;33.4;25.3;19.2;67.6;8;2.7;
2022-02-24;0;34.5;26.2;21.4;62.3;16.4;4.2;
2022-02-25;47;25.8;21.4;19.9;89.4;14.1;3.5;
2022-02-26;14.6;32;24.3;17.9;74.6;7.3;2.1;
2022-02-27;.2;33.6;27.1;22.5;63.9;10;3.2;
2022-02-28;0;33.4;26.4;24.4;67.3;16;3.8;
2022-03-01;6.4;29;24;20.2;80;7.3;2.9;
2022-03-02;0;27.4;23.4;21.1;83.4;10.9;2.1;
2022-03-03;5.2;30.9;24.2;20.5;77.3;11.9;2.1;
2022-03-04;0;32.4;24.1;20.2;74.3;13.2;3.7;
2022-03-05;0;33;25.7;20.3;65.1;15.4;3.7;
2022-03-06;0;34.1;27.1;22.3;61;12.5;3.8;
2022-03-07;0;34.1;27.4;21.4;60.6;12.7;4.4;
2022-03-08;4.4;33;24.3;19.7;75.7;15.6;3.6;
2022-03-09;4.2;32.4;23.9;20.1;79;9.2;3;
2022-03-10;0;30.7;23.6;22.3;77.8;13.3;3.2;
2022-03-11;6.4;22.8;20.2;18.6;89.7;10.1;3.5;
2022-03-12;2.2;20.1;17.9;16.3;88.5;11.4;5.2;
2022-03-13;1;23.3;19.4;16.9;90.3;8.7;2.7;
2022-03-14;.4;24.7;20.2;18;86.6;6.4;2;
2022-03-15;.2;27.2;20.1;16;83.8;12.4;2.5;
2022-03-16;0;25.9;20.6;17.8;80.5;11.2;5.1;
2022-03-17;0;31.1;23.8;17.9;70.3;9.8;2.7;
2022-03-18;0;32.2;23.4;21.7;79.6;14.7;3.1;
2022-03-19;25.6;24.2;20.4;18.5;90.3;8.4;2.2;
2022-03-20;0;24.5;19.2;15.6;76.2;10.5;4.4;
2022-03-21;0;27.5;20.6;15.1;67.5;12.1;4;
2022-03-22;0;29.2;22.4;16.5;62.4;10.7;3.8;
2022-03-23;10.8;25.4;19.2;17.3;84.2;12.1;4.1;
2022-03-24;94.2;21.4;19;17.2;90.3;14.5;3.7;
2022-03-25;21.4;19.4;17.2;17.1;85.6;12.1;3.1;
2022-03-26;1.4;24.3;17.5;12.4;75.8;9.2;3.3;
2022-03-27;.2;25.4;18.9;13.6;76.3;5.7;1.6;
2022-03-28;0;29.7;20.7;14.1;73.8;7;2.5;
2022-03-29;0;30.5;24.2;15.9;65.3;11.6;4;
2022-03-30;16;25.7;19.4;16.3;85.9;18.6;3.8;
2022-03-31;9.6;17.9;13.2;9.8;73.4;10.2;3.5;
2022-04-01;0;21.4;14.5;8.5;69.5;10;3.9;
2022-04-02;0;25;18.2;12.1;76;7.8;3.2;
2022-04-03;0;22.3;19.4;16.3;79.5;9.3;3.5;
2022-04-04;32;22;19.7;16.9;87.7;15.3;2.7;
2022-04-05;4.8;26.1;20.1;15.8;84.5;6.9;2;
2022-04-06;0;28.4;21.9;16.7;81;5.7;1.9;
2022-04-07;.4;23.7;19.7;18.5;90.5;13.1;3.9;
2022-04-08;89;21.9;19.4;17.7;91.3;9;2.1;
2022-04-09;.2;25;19.4;15.7;87.3;6.4;1.4;
2022-04-10;.2;23.4;18.8;15.6;87.5;6.9;3;
2022-04-11;18.6;21.6;19;17;89.2;11.6;3.3;
2022-04-12;40.4;21.6;18.9;17;92;9.9;2.4;
2022-04-13;1.2;25;20.5;18.6;86.1;7.8;2.3;
2022-04-14;.4;21.4;17.4;14;73.8;9.1;3.1;
2022-04-15;0;19.7;14.1;9.1;61.9;9;3.6;
2022-04-16;0;22.7;15.4;10.1;66.8;8.6;3.3;
2022-04-17;0;22.4;16.1;10.8;67.8;7.9;2.7;
2022-04-18;0;23.8;17.3;12.2;65.4;7.7;2.4;
2022-04-19;0;24.5;18;12.9;67.5;8.2;2.6;
2022-04-20;0;26.1;19;13.2;61.2;7.4;3.1;
2022-04-21;0;23.3;18;15.2;73.8;9.7;3.1;
2022-04-22;1.8;17.9;15.3;14.4;87.1;11.7;3.9;
2022-04-23;64.6;21.3;16.4;13.6;84.6;13.9;3.6;
2022-04-24;0;26.7;18.5;11.7;82.1;8.3;3.8;
2022-04-25;.2;29.3;23.2;14.3;68.3;13.3;4.5;
2022-04-26;0;30.2;23.7;20.6;68;11.7;4.5;
2022-04-27;0;30.7;25.7;21.9;63.9;13.8;5.2;
2022-04-28;0;29.5;23.4;21.2;70.8;14.7;5.8;
2022-04-29;14.8;21.2;17.9;15.3;87.3;12.7;4.7;
2022-04-30;0;24.5;18.8;15.6;82.6;9;3.5;
2022-05-01;10.8;24.3;20.3;18;87.4;8.5;2.9;
2022-05-02;19.2;20;18.6;17.7;94.2;10.7;2.8;
2022-05-03;55.8;18.4;15.9;14.7;94.9;16;3.4;
2022-05-04;34;17.4;14.3;12.5;96;8.1;2.8;
2022-05-05;3.2;18.8;15.5;12.9;82.3;11.9;3.1;
2022-05-06;0;21.7;14.3;10;83.1;7.6;2.5;
2022-05-07;.2;21.2;14.8;10.7;82.3;6.7;2.7;
2022-05-08;0;21.4;15.1;9.2;75.7;11.4;2.8;
2022-05-09;0;23.1;16.6;11.9;72;7;2.8;
2022-05-10;0;20.4;16.9;14.2;85.9;10.5;3.1;
2022-05-11;28.2;18.9;15.5;13.4;87.4;8.7;2.7;
2022-05-12;0;18.3;13.7;10.2;81.8;7.2;2.3;
2022-05-13;.2;22.8;14.8;8.5;81.2;6.5;3.1;
2022-05-14;0;19;15.4;10.8;85.5;13.8;3.3;
2022-05-15;22.4;17.9;14.9;14;94.3;7.1;2.4;
2022-05-16;1.2;14.6;10.6;8.1;77.7;9.4;4.3;
2022-05-17;0;8.8;7.4;6.2;79.3;14.6;5.4;
2022-05-18;5.6;9.3;7.8;5.7;96.3;12.2;5.7;
2022-05-19;11.8;13.4;9.9;7.7;89.5;9.9;2.5;
2022-05-20;.2;16.7;9.9;3.5;82.5;10.2;2.5;
2022-05-21;0;17.8;11.9;5.3;70.5;7.5;2.5;
2022-05-22;0;19.1;12.6;7.3;75.2;7.5;3.2;
2022-05-23;0;22.1;15.5;9.4;70.7;8.6;2.8;
2022-05-24;0;24.8;17.9;12.8;62.7;9.7;3.9;
2022-05-25;0;26.3;19.7;13.9;59.3;12.6;3.9;
2022-05-26;0;21.1;17.5;17;73.9;9.8;4.3;
2022-05-27;2.4;18.9;16.1;14.5;85.8;12.1;3.3;
2022-05-28;32.8;16.3;15.6;14.6;91.5;16.6;4.5;
2022-05-29;37.8;19;16.4;15;91.2;14.5;3.6;
2022-05-30;40;15.8;13.9;13.6;93.8;9.6;2.5;
2022-05-31;.2;13.8;9.3;5.3;82.3;9.8;3.7;
2022-06-01;0;12.8;11.3;6.1;90.4;6;2.1;
2022-06-02;15.8;11.8;10.3;9.2;97.3;8.3;2.4;
2022-06-03;.8;10.8;9;7.6;93.3;9.7;4.9;
2022-06-04;.2;17.8;12.5;7.6;87.8;9.4;3.5;
2022-06-05;0;20;16.5;10.5;81.7;7.1;3.2;
2022-06-06;0;19.6;16.6;15.9;86.3;14.3;3.7;
2022-06-07;27.2;18.5;15.3;13.8;90.3;11.3;2.7;
2022-06-08;0;19.4;15.3;13.2;89;6.2;2.5;
2022-06-09;.2;15.7;13.8;10.4;91.5;8;2.6;
2022-06-10;6;16;13.4;12.1;86.3;10;3.2;
2022-06-11;0;10.1;6.1;2.3;74.3;6.6;2.3;
2022-06-12;0;11.5;6.3;.4;67.7;6.4;1.7;
2022-06-13;0;16.3;8.8;1.1;71.5;8;2.7;
2022-06-14;0;18.2;11.4;4.4;75.8;7.3;3.5;
2022-06-15;0;21.4;13.2;5.3;73.5;8;3.9;
2022-06-16;0;26.3;18.9;8.4;61.5;9.6;3.7;
2022-06-17;27.4;21.7;17.9;16.5;83.1;16.2;6.4;
2022-06-18;32.8;12.6;9.1;5.1;76.6;11.3;2.2;
2022-06-19;0;19;9.5;3.2;79.2;8.5;3.2;
2022-06-20;0;21.2;14.4;5.5;77.3;7.3;3;
2022-06-21;0;25.6;18.1;11.6;76.3;14.6;5.9;
2022-06-22;55;23.8;18.5;13.7;86.6;17.4;4.3;
2022-06-23;6.4;21.3;18.2;16.8;94.4;12.3;2.8;
2022-06-24;24.4;23.5;19.4;16.6;91.1;8.3;2.7;
2022-06-25;0;19;16.5;16.3;91.5;8.1;2.9;
2022-06-26;0;20.5;14;10.9;89.8;9.1;3.9;
2022-06-27;0;22.3;17.2;11.3;81.4;6.2;2.9;
2022-06-28;0;23.4;17.8;13.4;72.5;12;4.8;
2022-06-29;11.4;20.4;11.2;7.9;83.7;13.7;3.6;
2022-06-30;.2;18.5;10.5;4.8;77.8;7.5;2.9;
2022-07-01;0;22.7;14.4;5.6;73;9.6;4.1;
2022-07-02;0;25.8;20.4;11.9;58.4;13.5;4.8;
2022-07-03;0;27;22.5;18.9;58.1;13.9;4.9;
2022-07-04;0;27.6;22.4;19.5;55.5;13.7;5.2;
2022-07-05;0;25.3;21.1;18.6;57.5;12.6;4.7;
2022-07-06;0;24.2;20.5;17.5;52.3;14.1;5.4;
2022-07-07;0;25.5;20.2;15.6;53.9;12.5;4.2;
2022-07-08;0;26.8;20.5;15.9;55.9;8.8;3;
2022-07-09;0;26;20.8;17.6;53.1;11.4;4.3;
2022-07-10;0;24.8;20.5;16.7;57.6;12.8;5;
2022-07-11;0;26;22;19.2;53.2;16.8;7.4;
2022-07-12;34.2;23.4;13.1;10.8;84.3;19.9;4.5;
2022-07-13;.2;19.2;11.6;7;84.2;9;3.7;
2022-07-14;1.6;20.1;16.7;7.6;82.8;11.3;3.9;
2022-07-15;3.2;25.5;21.6;15.9;56.5;16.1;5.4;
